name		steel
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	move	-3
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif

	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif

	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	move	0
	delay	70
	frame	data/chars/3jackballs/steelatk08.gif
	delay	5
	seta	95
	frame	data/chars/3jackballs/steelatk08.gif
	sound	data/sounds/steel3.wav
	seta	100
	frame	data/chars/3jackballs/steelatk08.gif
	seta	105
	frame	data/chars/3jackballs/steelatk08.gif
	seta	110
	frame	data/chars/3jackballs/steelatk08.gif
	seta	115
	frame	data/chars/3jackballs/steelatk08.gif
	seta	120
	frame	data/chars/3jackballs/steelatk08.gif
	seta	125
	frame	data/chars/3jackballs/steelatk08.gif
	seta	130
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	@cmd	beidle
	frame	data/chars/3jackballs/steelatk08.gif


		
anim	follow1
@script
if(frame==1)
{
  changeentityproperty(getlocalvar("self"), "type", openborconstant("TYPE_OBSTACLE"));
}
@end_script
	loop	0
	delay	15
	offset	175 540
	bbox	0 0 0 0
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	@cmd	beidle
	frame	data/chars/3jackballs/steelatk08.gif








		
