name		MBcar1
	frame	data/chars/2car1/deth1.gif
	frame	data/chars/2car1/empty.gif
	frame	data/chars/2car1/deth2.gif
	@cmd	spawner "explosion3" 40 20 10
	frame	data/chars/2car1/empty.gif
	frame	data/chars/2car1/deth1.gif
	frame	data/chars/2car1/empty.gif
	frame	data/chars/2car1/deth2.gif
	frame	data/chars/2car1/empty.gif


		
anim	fall
	loop	0
	delay	5
	offset	150 110
	bbox	25 25 270 75
	#platform	30 110 25 25 250 250 15 70
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif



anim	follow2
	loop	0
	delay	10
	offset	150 110
	bbox	0 0 0 0
	frame	data/chars/2car1/car1.gif
	@cmd	spawnGun5 "vhclight1" 145 45 1 2 "ANI_FOLLOW3"
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif



		
anim	idle
	loop	1
	delay	5
	offset	150 110
	bbox	25 25 270 75
	#platform	30 110 25 25 250 250 15 70
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
		
anim	pain
	loop	0
	delay	5
	offset	150 110
	bbox	25 25 270 75
	#platform	30 110 25 25 250 250 15 70
	move	9
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
		
anim	pain2
	loop	0
	delay	5
	offset	150 110
	bbox	25 25 270 75
	#platform	30 110 25 25 250 250 15 70
	move	-9
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
		
anim	rise
	loop	0
	delay	5
	offset	150 110
	bbox	25 25 270 75
	#platform	30 110 25 25 250 250 15 70
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
		
anim	spawn
	loop	0
	delay	5
	offset	150 110
	bbox	0 0 0 0
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
		
anim	walk
	loop	1
	delay	5
	offset	150 110
	bbox	25 25 270 75
	#platform	30 110 25 25 250 250 15 70
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	sound	data/sounds/bike5.wav
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif
	frame	data/chars/2car1/car1.gif
	frame	data/chars/2car1/car2.gif

		
#|edited by openBor Stats v 0.53
		
