name		biker1
	frame	data/chars/2bike2/fall9.gif
	frame	data/chars/2bike2/fall9.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall10.gif
	frame	data/chars/2bike2/fall10.gif

	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall5.gif
	frame	data/chars/2bike2/fall5.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall7.gif
	frame	data/chars/2bike2/fall7.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall9.gif
	frame	data/chars/2bike2/fall9.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall10.gif
	frame	data/chars/2bike2/fall10.gif

	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall5.gif
	frame	data/chars/2bike2/fall5.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall7.gif
	frame	data/chars/2bike2/fall7.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall9.gif
	frame	data/chars/2bike2/fall9.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall10.gif
	frame	data/chars/2bike2/fall10.gif

	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall5.gif
	frame	data/chars/2bike2/fall5.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall7.gif
	frame	data/chars/2bike2/fall7.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall9.gif
	frame	data/chars/2bike2/fall9.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall10.gif
	frame	data/chars/2bike2/fall10.gif

	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall5.gif
	frame	data/chars/2bike2/fall5.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall7.gif
	frame	data/chars/2bike2/fall7.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall9.gif
	frame	data/chars/2bike2/fall9.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall10.gif
	frame	data/chars/2bike2/fall10.gif
	frame	data/chars/misc/empty.gif

	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/2bike2/fall5.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/2bike2/fall7.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/2bike2/fall9.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/2bike2/fall10.gif
	frame	data/chars/misc/empty.gif


anim	follow2
	loop	0
	delay	10
	offset	135 195
	bbox	0 0 0 0
	frame	data/chars/2bike2/biker01.gif
	@cmd	spawnGun5 "vhclight1" 45 60 1 2 "ANI_FOLLOW2"
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif


		
anim	fall
	loop	0
	delay	5
	offset	135 195
	bbox	85 95 80 82
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
		
anim	idle
	loop	1
	delay	5
	offset	135 195
	bbox	85 95 80 82
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
		
anim	pain
	loop	0
	delay	5
	offset	135 195
	bbox	85 95 80 82
	move	9
	frame	data/chars/2bike2/pain01.gif
	frame	data/chars/2bike2/pain02.gif
	frame	data/chars/2bike2/pain01.gif
	frame	data/chars/2bike2/pain02.gif
	frame	data/chars/2bike2/pain01.gif
	frame	data/chars/2bike2/pain02.gif
	frame	data/chars/2bike2/pain01.gif
	frame	data/chars/2bike2/pain02.gif
		
anim	pain2
	loop	0
	delay	5
	offset	135 195
	bbox	85 95 80 82
	move	-9
	frame	data/chars/2bike2/pain01.gif
	frame	data/chars/2bike2/pain02.gif
	frame	data/chars/2bike2/pain01.gif
	frame	data/chars/2bike2/pain02.gif
	frame	data/chars/2bike2/pain01.gif
	frame	data/chars/2bike2/pain02.gif
	frame	data/chars/2bike2/pain01.gif
	frame	data/chars/2bike2/pain02.gif
		
anim	rise
	loop	0
	delay	5
	offset	135 195
	bbox	85 95 80 82
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
		
anim	spawn
	loop	0
	delay	5
	offset	135 195
	bbox	0 0 0 0
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
		
anim	walk
	loop	1
	delay	5
	offset	135 195
	bbox	85 95 80 82
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	sound	data/sounds/bike5.wav
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
	frame	data/chars/2bike2/biker01.gif
	frame	data/chars/2bike2/biker02.gif
		
#|edited by openBor Stats v 0.53
		
