name		lgmist2
	frame	data/chars/beyond/1ecto2/spawn10.gif
	frame	data/chars/beyond/1ecto2/spawn11.gif
	frame	data/chars/beyond/1ecto2/spawn12.gif
	frame	data/chars/beyond/1ecto2/spawn13.gif
	delay	7
	frame	data/chars/beyond/1ecto2/spawn14.gif
	frame	data/chars/beyond/1ecto2/spawn15.gif
	frame	data/chars/beyond/1ecto2/spawn16.gif
	frame	data/chars/beyond/1ecto2/spawn17.gif
	frame	data/chars/beyond/1ecto2/spawn18.gif
	frame	data/chars/beyond/1ecto2/spawn19.gif
	@cmd	looper 9 8
	delay	10
	frame	data/chars/beyond/1ecto2/spawn20.gif
	frame	data/chars/beyond/1ecto2/spawn21.gif
	frame	data/chars/beyond/1ecto2/spawn22.gif
	frame	data/chars/beyond/1ecto2/spawn23.gif
	frame	data/chars/beyond/1ecto2/spawn24.gif
	frame	data/chars/beyond/1ecto2/spawn25.gif
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/spawn26.gif
	frame	data/chars/beyond/1ecto2/spawn27.gif
	frame	data/chars/beyond/1ecto2/spawn28.gif
	frame	data/chars/beyond/1ecto2/spawn29.gif
	frame	data/chars/beyond/1ecto2/spawn30.gif
	frame	data/chars/beyond/1ecto2/spawn31.gif
	frame	data/chars/beyond/1ecto2/spawn32.gif
	frame	data/chars/beyond/1ecto2/spawn33.gif
	frame	data/chars/beyond/1ecto2/spawn34.gif
	frame	data/chars/beyond/1ecto2/spawn35.gif
	frame	data/chars/beyond/1ecto2/spawn36.gif
	frame	data/chars/beyond/1ecto2/spawn37.gif
	frame	data/chars/beyond/1ecto2/spawn38.gif
	frame	data/chars/beyond/1ecto2/spawn39.gif
	frame	data/chars/beyond/1ecto2/spawn40.gif
	frame	data/chars/beyond/1ecto2/spawn41.gif
	frame	data/chars/beyond/1ecto2/spawn42.gif
	frame	data/chars/beyond/1ecto2/spawn43.gif
	frame	data/chars/beyond/1ecto2/idle09.gif
	frame	data/chars/beyond/1ecto2/idle10.gif
	frame	data/chars/beyond/1ecto2/idle11.gif
	frame	data/chars/beyond/1ecto2/idle12.gif
	frame	data/chars/beyond/1ecto2/idle13.gif
	frame	data/chars/beyond/1ecto2/idle14.gif
	frame	data/chars/beyond/1ecto2/idle15.gif
	frame	data/chars/beyond/1ecto2/idle16.gif
		
#|edited by openBor Stats v 0.67
		
