name		johnnygun3
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	@cmd	spawnbind "jonysmtlk3" 55 85 -2
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	frame	data/chars/3johnny/mchgun/mgun01.gif
	frame	data/chars/3johnny/mchgun/mgun02.gif
	delay	14
	frame	data/chars/3johnny/mchgun/mgun05.gif
	frame	data/chars/3johnny/mchgun/mgun06.gif
	frame	data/chars/3johnny/mchgun/mgun07.gif
	frame	data/chars/3johnny/mchgun/mgun08.gif
	delay	330
	frame	data/chars/3johnny/mchgun/mgun08.gif
	delay	3
	frame	data/chars/3johnny/mchgun/xmgun01.gif
	@cmd	spawn01 "planeatck1" 200 100 120
	frame	data/chars/3johnny/mchgun/xmgun02.gif
	@cmd	spawnGun "steam" 50 40 1 1
	frame	data/chars/3johnny/mchgun/xmgun03.gif
	frame	data/chars/3johnny/mchgun/xmgun04.gif

	frame	data/chars/3johnny/mchgun/xmgun01.gif
	frame	data/chars/3johnny/mchgun/xmgun02.gif
	frame	data/chars/3johnny/mchgun/xmgun03.gif
	frame	data/chars/3johnny/mchgun/xmgun04.gif

	frame	data/chars/3johnny/mchgun/xmgun01.gif
	frame	data/chars/3johnny/mchgun/xmgun02.gif
	@cmd	spawnGun "steam" -50 40 1 2
	frame	data/chars/3johnny/mchgun/xmgun03.gif
	#@cmd	spawn01 "planeatck1" -200 100 210
	frame	data/chars/3johnny/mchgun/xmgun04.gif





		
anim	follow1
@script
	void self = getlocalvar("self");
	if (frame == 1){
	changeentityproperty(self, "lifespancountdown", 9999999);
	}
@end_script
	loop	0
	delay	7
	offset	105 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/mchgun/bgun01.gif
	frame	data/chars/3johnny/mchgun/bgun02.gif
	frame	data/chars/3johnny/mchgun/bgun01.gif
	frame	data/chars/3johnny/mchgun/bgun02.gif

	frame	data/chars/3johnny/mchgun/bgun01.gif #4
	frame	data/chars/3johnny/mchgun/bgun02.gif
	frame	data/chars/3johnny/mchgun/bgun01.gif
	frame	data/chars/3johnny/mchgun/bgun02.gif
	@cmd	looper 4 20
	frame	data/chars/3johnny/mchgun/bgun01.gif
	frame	data/chars/3johnny/mchgun/bgun02.gif
	@cmd	spawnbind6 "jonysmtlk3" 55 85 -2 "ANI_FOLLOW1"
	frame	data/chars/3johnny/mchgun/bgun01.gif
	frame	data/chars/3johnny/mchgun/bgun02.gif

	frame	data/chars/3johnny/mchgun/bgun01.gif #12
	frame	data/chars/3johnny/mchgun/bgun02.gif
	frame	data/chars/3johnny/mchgun/bgun01.gif
	frame	data/chars/3johnny/mchgun/bgun02.gif
	@cmd	looper 12 48

	frame	data/chars/3johnny/mchgun/bgun01.gif
	frame	data/chars/3johnny/mchgun/bgun02.gif
 	delay	20
	frame	data/chars/3johnny/mchgun/bgun03.gif
	sound	data/sounds/grab2.wav
	frame	data/chars/3johnny/mchgun/bgun04.gif
	frame	data/chars/3johnny/mchgun/bgun05.gif
	delay	500
	frame	data/chars/3johnny/mchgun/bgun05.gif
	delay	9
	frame	data/chars/3johnny/mchgun/bgun05.gif
	frame	data/chars/3johnny/mchgun/bgun06.gif
	sound	data/sounds/missilego.wav
	frame	data/chars/3johnny/mchgun/bgun07.gif
	@cmd	tosser "jmissle1" -25 -60 -150 0 0.2 0
	frame	data/chars/3johnny/mchgun/bgun08.gif
	frame	data/chars/3johnny/mchgun/bgun09.gif
	frame	data/chars/3johnny/mchgun/bgun10.gif
	frame	data/chars/3johnny/mchgun/bgun08.gif
	frame	data/chars/3johnny/mchgun/bgun06.gif
	frame	data/chars/3johnny/mchgun/bgun05.gif
	delay	2500
	frame	data/chars/3johnny/mchgun/bgun05.gif
	frame	data/chars/3johnny/mchgun/bgun05.gif
	frame	data/chars/3johnny/mchgun/bgun05.gif
	frame	data/chars/3johnny/mchgun/bgun05.gif
	frame	data/chars/3johnny/mchgun/bgun05.gif






		
