name          MrBig2
	attack	0 0 0 0
	frame	data/chars/3Mrbig/rise04.gif
	frame	data/chars/3Mrbig/rise05.gif
		
anim	attack8
	range	-40 90
	rangez	40 70
	loop	0
	delay	1
	offset	110 190
	bbox	0 0 0 0
	followanim	6
	followcond	1
	movez	2
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b101.gif
	sound	data/sounds/big01.wav
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	movez	0
	delay	9
	frame	data/chars/3Mrbig/hd01.gif
	frame	data/chars/3Mrbig/hd02.gif
	attack	60 115 115 50 0 0 0 1 15 25
	frame	data/chars/3Mrbig/hd03.gif
	delay	15
	frame	data/chars/3Mrbig/hd04.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/rise04.gif
	frame	data/chars/3Mrbig/rise05.gif
		
anim	backwalk
	loop	1
	delay	7
	offset	104 190
	bbox	82 77 37 95
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/xwk01.gif
	frame	data/chars/3Mrbig/xwk02.gif
	sound	data/sounds/run.wav
	@cmd	spawnbind "dust" 1 1 1
	frame	data/chars/3Mrbig/xwk03.gif
	frame	data/chars/3Mrbig/xwk04.gif
	delay	30
	frame	data/chars/3Mrbig/xwk05.gif
		
anim	block
	loop	0
	delay	2
	offset	104 190
	bbox	0 0 0 0
	move	7
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b101.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b102.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b103.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b104.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b105.gif
	frame	data/chars/3Mrbig/b106.gif
	frame	data/chars/3Mrbig/b106.gif
	frame	data/chars/3Mrbig/b106.gif
	frame	data/chars/3Mrbig/b107.gif
	frame	data/chars/3Mrbig/b107.gif
	frame	data/chars/3Mrbig/b107.gif
	frame	data/chars/3Mrbig/b107.gif
	move	0
	delay	10
	sound	data/sounds/mbig5.wav
	frame	data/chars/3Mrbig/b108.gif
	hitfx	data/sounds/beat4.wav
	attack	8 135 105 59 8 1 1 0 15 20
	frame	data/chars/3Mrbig/b109.gif
	frame	data/chars/3Mrbig/b110.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/b111.gif
	delay	14
	frame	data/chars/3Mrbig/b112.gif
	frame	data/chars/3Mrbig/b113.gif
	frame	data/chars/3Mrbig/b114.gif
		
anim	burn
	loop	0
	delay	25
	offset	104 190
	bbox	0 0 0 0
	landframe	3
	drawmethod	tintmode 4
	drawmethod	tintcolor 200_50_0
	@cmd	spawnbind "burn1" 1 1 1
	@cmd	spawnbind "burn2" 1 1 1
	@cmd	spawnbind "burn3" 1 1 1
	attack	78 98 30 45 5 1 0 0 13 0
	frame	data/chars/3Mrbig/fall1.gif
	delay	15
	attack	64 130 50 25 5 1 0 0 13 0
	frame	data/chars/3Mrbig/fall2.gif
	delay	500
	frame	data/chars/3Mrbig/fall3.gif
	attack	0 0 0 0
	bbox	58 175 85 15
	delay	15
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall5.gif
	frame	data/chars/3Mrbig/fall4.gif
		
anim	death
	loop	0
	delay	14
	offset	104 190
	bbox	0 0 0 0
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/rise01.gif
	frame	data/chars/3Mrbig/rise02.gif
	frame	data/chars/3Mrbig/rise03.gif
	frame	data/chars/3Mrbig/rise04.gif
	frame	data/chars/3Mrbig/rise05.gif
	frame	data/chars/3Mrbig/spawn0.gif
	frame	data/chars/3Mrbig/spawn1.gif
	frame	data/chars/3Mrbig/spawn2.gif
	frame	data/chars/3Mrbig/spawn3.gif
	delay	60
	frame	data/chars/3Mrbig/spawn4.gif
		
anim	fall
	loop	0
	delay	25
	offset	104 190
	bbox	78 97 50 68
	landframe	3
	attack	81 95 40 70 5 1 0 0 13 30
	frame	data/chars/3Mrbig/fall1.gif
	delay	15
	bbox	59 125 86 50
	attack	56 129 91 45 5 1 0 0 13 30
	frame	data/chars/3Mrbig/fall2.gif
	delay	500
	bbox	70 145 85 40
	attack	65 143 91 45 5 1 0 0 13 30
	frame	data/chars/3Mrbig/fall3.gif
	delay	15
	attack	0 0 0 0
	bbox	60 177 85 15
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall5.gif
	frame	data/chars/3Mrbig/fall4.gif
		
anim	fall10
	loop	0
	delay	10
	offset	104 190
	bbox	81 71 55 91
	landframe	4
	attack	88 87 40 60 5 1 0 0 13 30
	frame	data/chars/3Mrbig/pain6.gif
	delay	40
	frame	data/chars/3Mrbig/pain7.gif
	delay	30
	bbox	59 125 86 50
	attack	56 129 91 45 5 1 0 0 13 30
	frame	data/chars/3Mrbig/fall2.gif
	delay	300
	bbox	70 145 85 40
	attack	65 143 91 45 5 1 0 0 13 30
	frame	data/chars/3Mrbig/fall3.gif
	delay	15
	attack	0 0 0 0 0 0 0 0 0 0
	bbox	60 177 85 15
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall5.gif
	frame	data/chars/3Mrbig/fall4.gif
		
anim	fall11
	loop	0
	delay	20
	offset	104 190
	bbox	61 185 90 5
	frame	data/chars/3Mrbig/pain12.gif
	delay	35
	frame	data/chars/3Mrbig/fall4.gif
		
anim	fall2
	loop	0
	delay	30
	offset	104 190
	bbox	81 71 55 91
	landframe	3
	attack	85 90 35 45 5 1 0 0 13 0
	frame	data/chars/3Mrbig/pain7.gif
	delay	10
	bbox	59 125 86 50
	attack	64 125 55 25 5 1 0 0 13 0
	frame	data/chars/3Mrbig/fall2.gif
	attack	0 0 0 0
	delay	300
	frame	data/chars/3Mrbig/fall3.gif
	delay	15
	bbox	58 175 85 15
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall5.gif
	frame	data/chars/3Mrbig/fall4.gif
		
anim	fall4
	loop	0
	delay	6
	offset	104 190
	bbox	0 0 0 0
	jumpframe	0 1.2 1.5
	frame	data/chars/3Mrbig/pain8.gif
	frame	data/chars/3Mrbig/pain9.gif
	frame	data/chars/3Mrbig/pain10.gif
	@cmd	leaper 0 0.2 0
	frame	data/chars/3Mrbig/pain11.gif
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall5.gif
	bbox	58 175 95 15
	frame	data/chars/3Mrbig/fall4.gif
		
anim	fall7
	delay	1000
	offset	105 130
	frame	data/chars/3Mrbig/slamck0.gif
	offset	100 110
	frame	data/chars/3Mrbig/slamck1.gif
	offset	106 130
	frame	data/chars/3Mrbig/slamck2.gif
	offset	115 125
	frame	data/chars/3Mrbig/slamck3.gif
	offset	125 125
	frame	data/chars/3Mrbig/slamck4.gif
	offset	108 122
	frame	data/chars/3Mrbig/slamck5.gif
	offset	106 155
	frame	data/chars/3Mrbig/slamck6.gif
	offset	125 140
	frame	data/chars/3Mrbig/slamck7.gif
	offset	120 105
	frame	data/chars/3Mrbig/slamck8.gif
	offset	100 130
	frame	data/chars/3Mrbig/slamck9.gif
	offset	105 130
	frame	data/chars/3Mrbig/slamck10.gif
	offset	105 130
	frame	data/chars/3Mrbig/slamck11.gif
	offset	115 125
	frame	data/chars/3Mrbig/slamck12.gif
	offset	115 125
	frame	data/chars/3Mrbig/slamck13.gif
	offset	115 125
	frame	data/chars/3Mrbig/slamck14.gif
	offset	115 125
	frame	data/chars/3Mrbig/slamck15.gif
		
anim	fall9
	loop	0
	delay	10
	offset	104 190
	bbox	78 97 50 68
	quakeframe	2 5 5
	landframe	2 dust
	attack	81 95 40 70 5 1 0 0 13 30
	frame	data/chars/3Mrbig/fall1.gif
	delay	350
	offset	104 185
	bbox	59 125 86 50
	attack	56 129 91 45 5 1 0 0 13 30
	frame	data/chars/3Mrbig/fall2.gif
	delay	2
	offset	104 180
	move	-4
	bbox	70 145 85 40
	attack	65 143 91 45 5 1 0 0 13 30
	frame	data/chars/3Mrbig/fall3.gif
	frame	data/chars/3Mrbig/fall3.gif
	frame	data/chars/3Mrbig/fall3.gif
	@cmd	looper 3 5
	offset	104 190
	move	-3
	attack	0 0 0 0
	bbox	0 0 0 0
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall4.gif
	frame	data/chars/3Mrbig/fall4.gif
	@cmd	looper 6 4
	move	-2
	frame	data/chars/3Mrbig/fall5.gif
	frame	data/chars/3Mrbig/fall5.gif
	frame	data/chars/3Mrbig/fall5.gif
	loop	0
	delay	15
	move	0
	bbox	60 177 85 15
	frame	data/chars/3Mrbig/fall4.gif
		
anim	follow1
	loop	0
	delay	6
	offset	104 190
	bbox	76 93 56 89
	fastattack	1
	quakeframe	9 2 3
	sound	data/sounds/big01.wav
	frame	data/chars/3Mrbig/a104.gif
	frame	data/chars/3Mrbig/a106.gif
	frame	data/chars/3Mrbig/a107.gif
	hitfx	data/sounds/beat3.wav
	frame	data/chars/3Mrbig/a108.gif
	attack	128 92 75 35 8 0 0 0 15 20
	frame	data/chars/3Mrbig/a109.gif
	frame	data/chars/3Mrbig/a110.gif
	attack	0 0 0 0
	delay	7
	frame	data/chars/3Mrbig/a111.gif
	frame	data/chars/3Mrbig/a112.gif
	hitfx	data/sounds/beat3.wav
	hitflash	Flash6
	attack3	128 92 75 35 9 0 0 0 18 20
	frame	data/chars/3Mrbig/a113.gif
	frame	data/chars/3Mrbig/a114.gif
	frame	data/chars/3Mrbig/a115.gif
	attack3	0 0 0 0
	frame	data/chars/3Mrbig/a116.gif
	hitflash	flashscreen1
	frame	data/chars/3Mrbig/a120.gif
	hitfx	data/sounds/beat4.wav
	frame	data/chars/3Mrbig/a121.gif
	attack	100 100 115 50 20 1 1 0 15 20
	dropv	3 4
	delay	12
	frame	data/chars/3Mrbig/a122.gif
	@cmd	spawnbind "pw12" 1 1 1
	frame	data/chars/3Mrbig/a123.gif
	delay	15
	frame	data/chars/3Mrbig/a124.gif
	attack	0 0 0 0
	frame	data/chars/3Mrbig/a125.gif
	frame	data/chars/3Mrbig/a126.gif
	frame	data/chars/3Mrbig/a127.gif
		
anim	follow10
@script
	void self = getlocalvar("self");
	if(frame==0){

	changelevelproperty("scrollspeed", 0);
    	changeopenborvariant("xpos", 2900);
    	changeopenborvariant("ypos", 95);
	}
	if(frame==5){
	changelevelproperty("scrollspeed", 2);
	}
	@end_script	
	loop	1
	delay	350
	offset	104 190
	bbox	0 0 0 0
	custentity	mbig2tlk
	spawnframe	3 10 30 25 1
	platform	-80 300 30 30 90 90 800 1000
	frame	data/chars/3Mrbig/xspawn01.gif
	delay	15
	frame	data/chars/3Mrbig/xspawn01.gif
	frame	data/chars/3Mrbig/xspawn01.gif
	frame	data/chars/3Mrbig/xspawn01.gif
	frame	data/chars/3Mrbig/xspawn01.gif
	delay	100
	frame	data/chars/3Mrbig/xspawn01.gif
	delay	50
	frame	data/chars/3Mrbig/xspawn01.gif
	delay	15
	frame	data/chars/3Mrbig/xspawn01.gif
	@cmd	beidle
	frame	data/chars/3Mrbig/xspawn01.gif
		
anim	follow2
	loop	0
	delay	9
	offset	104 190
	bbox	0 0 0 0
	jumpframe	3 3 1 0
	landframe	6
	hitfx	data/sounds/beat4.wav
	hitflash	flashscreen1
	frame	data/chars/3Mrbig/rise01.gif
	frame	data/chars/3Mrbig/rise02.gif
	frame	data/chars/3Mrbig/rise04.gif
	delay	10
	frame	data/chars/3Mrbig/b202.gif
	sound	data/sounds/mbig5.wav
	frame	data/chars/3Mrbig/b203.gif
	delay	500
	attack	90 75 105 75 20 1 1 0 20 20
	dropv	4 3 0
	frame	data/chars/3Mrbig/b204.gif
	attack	0 0 0 0
	delay	20
	frame	data/chars/3Mrbig/rise04.gif
		
anim	follow3
	loop	0
	delay	15
	offset	104 190
	bbox	0 0 0 0
	@cmd	slamstart2
	@cmd	spawngrab 200 200 450 130 1 8
	@cmd	position 11 70 20 -1 -1
	frame	data/chars/3Mrbig/sp01.gif
	delay	3
	move	8
	sound	data/sounds/run.wav
	attack	128 92 75 35 8 0 0 0 15 0
	frame	data/chars/3Mrbig/sp02.gif
	frame	data/chars/3Mrbig/sp02.gif
	frame	data/chars/3Mrbig/sp03.gif
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/sp03.gif
	frame	data/chars/3Mrbig/sp04.gif
	frame	data/chars/3Mrbig/sp04.gif
	frame	data/chars/3Mrbig/sp01.gif
	frame	data/chars/3Mrbig/sp01.gif
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/sp02.gif
	frame	data/chars/3Mrbig/sp02.gif
	frame	data/chars/3Mrbig/sp03.gif
	frame	data/chars/3Mrbig/sp03.gif
	frame	data/chars/3Mrbig/sp04.gif
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/sp04.gif
	frame	data/chars/3Mrbig/sp01.gif
	frame	data/chars/3Mrbig/sp01.gif
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/sp02.gif
	frame	data/chars/3Mrbig/sp02.gif
	frame	data/chars/3Mrbig/sp03.gif
	frame	data/chars/3Mrbig/sp03.gif
	frame	data/chars/3Mrbig/sp04.gif
	move	4
	frame	data/chars/3Mrbig/sp04.gif
	frame	data/chars/3Mrbig/sp01.gif
	frame	data/chars/3Mrbig/sp01.gif
	sound	data/sounds/run.wav
	frame	data/chars/3Mrbig/sp02.gif
	frame	data/chars/3Mrbig/sp02.gif
	frame	data/chars/3Mrbig/sp03.gif
	frame	data/chars/3Mrbig/sp04.gif
	frame	data/chars/3Mrbig/sp04.gif
	move	0
	delay	15
	sound	data/sounds/grab.wav
	@cmd	position 7 50 30 -1 -1
	frame	data/chars/3Mrbig/sp06.gif
	@cmd	position 15 20 60 -1 -1
	frame	data/chars/3Mrbig/sp07.gif
	@cmd	position 15 20 55 -1 -1
	frame	data/chars/3Mrbig/sp08.gif
	delay	100
	sound	data/sounds/mbig2.wav
