name	 	2pw13
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a1.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a2.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a3.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a4.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a5.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a6.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a7.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a8.gif
	@cmd	looper 25 50
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a1.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a2.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a3.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a4.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a5.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a6.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a7.gif
	drawmethod	250 250 0 0 0 1
	frame	data/chars/misc/power/13/a8.gif
	frame	data/chars/misc/power/13/empty.gif




		
anim	idle
	loop	1
	delay	6
	offset	120 200
	bbox	0 0 0 0
	hitflash	Flash1
	hitfx	data/sounds/beat2.wav
	frame	data/chars/misc/power/13/xpw1.gif
	attack	85 65 90 100 25 1 0 0 15 15
	frame	data/chars/misc/power/13/xpw2.gif
	frame	data/chars/misc/power/13/xpw3.gif
	frame	data/chars/misc/power/13/xpw4.gif
		
anim	spawn
	loop	0
	delay	2
	offset	120 200
	bbox	0 0 0 0
	hitflash	Flash1
	hitfx	data/sounds/beat2.wav
	frame	data/chars/misc/power/13/xpw1.gif
		
#|edited by openBor Stats v 0.53
		
