name		jonpl3
	frame	data/chars/3johnny/pain1.gif
	offset	115 145
	frame	data/chars/3johnny/slamck2.gif
	offset	95 150
	frame	data/chars/3johnny/slamck3.gif
	offset	95 155
	frame	data/chars/3johnny/slamck12.gif
	offset	125 140
	frame	data/chars/3johnny/slamck7.gif
	offset	106 135
	frame	data/chars/3johnny/slamck12.gif
	offset	90 175
	frame	data/chars/3johnny/slamck11.gif
	offset	110 135
	frame	data/chars/3johnny/slamck14.gif
	offset	115 160
	frame	data/chars/3johnny/slamck18.gif
	offset	115 160
	frame	data/chars/3johnny/slamck19.gif
	bbox	0 0 0 0
	offset	103 150
	frame	data/chars/3johnny/slamck5.gif
	offset	130 135
	frame	data/chars/3johnny/slamck7.gif
	offset	124 100
	frame	data/chars/3johnny/slamck8.gif
	offset	105 125
	frame	data/chars/3johnny/slamck1.gif
	offset	85 180
	frame	data/chars/3johnny/pain0.gif
	offset	125 110
	frame	data/chars/3johnny/slamck8.gif
	offset	120 155
	frame	data/chars/3johnny/slamck16.gif
	offset	120 155
	frame	data/chars/3johnny/slamck17.gif
	offset	100 170
	frame	data/chars/3johnny/slamck14.gif
	offset	100 165
	frame	data/chars/3johnny/slamck20.gif
	offset	95 175
	frame	data/chars/3johnny/slamck11.gif
	offset	95 170
	frame	data/chars/3johnny/slamck15.gif
	offset	100 170
	frame	data/chars/3johnny/slamck10.gif
	offset	90 165
	frame	data/chars/3johnny/slamck11.gif
	offset	95 175
	bbox	80 85 60 80
	frame	data/chars/3johnny/slamck14.gif
	bbox	0 0 0 0
		
anim	follow10
	loop	0
	delay	10
	offset	102 190
	bbox	0 0 0 0
	forcedirection	-1
	fastattack	1
	attackone	0
	otg	2
	hitflash	flashscreen1
	hitfx	data/sounds/empty.wav
	frame	data/chars/3johnny/gun01.gif
	sound	data/sounds/grab2.wav
	frame	data/chars/3johnny/grd13.gif
	frame	data/chars/3johnny/grd14.gif
	delay	18
	frame	data/chars/3johnny/grd15.gif
	delay	4
	frame	data/chars/3johnny/grd16.gif
	frame	data/chars/3johnny/grd17.gif
	frame	data/chars/3johnny/grd18.gif
	sound	data/sounds/gun2.wav
	frame	data/chars/3johnny/grd19.gif
	frame	data/chars/3johnny/grd20.gif
	attack11	90 167 150 40 18 1 0 0 20 10
	dropv	1.5 0.2
	frame	data/chars/3johnny/grd21.gif
	sound	data/sounds/gun2.wav
	frame	data/chars/3johnny/grd22.gif
	frame	data/chars/3johnny/grd23.gif
	frame	data/chars/3johnny/grd24.gif
	sound	data/sounds/gun2.wav
	frame	data/chars/3johnny/grd25.gif
	frame	data/chars/3johnny/grd26.gif
	frame	data/chars/3johnny/grd27.gif
	sound	data/sounds/gun2.wav
	frame	data/chars/3johnny/grd28.gif
	attack11	0 0 0 0
	frame	data/chars/3johnny/grd29.gif
	@cmd	looper 8 5
	delay	7
	frame	data/chars/3johnny/grd15.gif
	frame	data/chars/3johnny/grd16.gif
	frame	data/chars/3johnny/grd17.gif
	frame	data/chars/3johnny/grd18.gif
	frame	data/chars/3johnny/grd19.gif
	delay	11
	frame	data/chars/3johnny/grd14.gif
	frame	data/chars/3johnny/grd13.gif
	sound	data/sounds/grab2.wav
	frame	data/chars/3johnny/gun01.gif
		
anim	follow15
@script
	void self = getlocalvar("self");
   	void opp = getentityproperty(self, "opponent");
	int enedir = getentityproperty(opp,"direction");
	if (frame == 0 && enedir == 0)
	{
	changeentityproperty(self, "direction", 1);
	}
	else if (frame == 0 && enedir == 1)
	{
	changeentityproperty(self, "direction", 0);
	}
	@end_script	
	loop	0
	delay	20
	offset	101 190
	bbox	0 0 0 0
	jumpframe	0 3 -1
	landframe	5
	frame	data/chars/3johnny/gnju02.gif
	delay	12
	frame	data/chars/3johnny/gnju02a.gif
	delay	15
	frame	data/chars/3johnny/gnju03.gif
	delay	9
	frame	data/chars/3johnny/gnju02a.gif
	delay	300
	frame	data/chars/3johnny/gnju02.gif
	delay	12
	frame	data/chars/3johnny/gnju01.gif
		
anim	follow16
@script
	void self = getlocalvar("self");
   	void opp = getentityproperty(self, "opponent");
	int enedir = getentityproperty(opp,"direction");
	if (frame == 0 && enedir == 0)
	{
	changeentityproperty(self, "direction", 1);
	}
	else if (frame == 0 && enedir == 1)
	{
	changeentityproperty(self, "direction", 0);
	}
	@end_script	
	loop	0
	delay	8
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/run06.gif
	@cmd	dasher -3 0 0
	frame	data/chars/3johnny/run05.gif
	frame	data/chars/3johnny/run04.gif
	@cmd	spawn01 "dust" 1 1 1
	frame	data/chars/3johnny/run03.gif
	frame	data/chars/3johnny/run02.gif
	frame	data/chars/3johnny/run01.gif
	delay	12
	@cmd	stop
	frame	data/chars/3johnny/rise5.gif
		
anim	follow17
@script
	void self = getlocalvar("self");
	int eTime = openborvariant("elapsed_time");
	if (frame == 8)
	{
	changeentityproperty(self, "invincible", 1);
	changeentityproperty(self, "invinctime", eTime + 1000);
	changeentityproperty(self, "blink", 1);
	}
	@end_script	
	loop	0
	delay	800
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/empty.gif
	delay	9
	frame	data/chars/3johnny/taunt01.gif
	frame	data/chars/3johnny/taunt02.gif
	frame	data/chars/3johnny/taunt03.gif
	delay	30
	frame	data/chars/3johnny/taunt04.gif
	delay	12
	frame	data/chars/3johnny/taunt03.gif
	frame	data/chars/3johnny/taunt02.gif
	frame	data/chars/3johnny/taunt01.gif
	frame	data/chars/3johnny/taunt01.gif
		
anim	freespecial1
@script
	void self = getlocalvar("self");
	int mp1 = getentityproperty(self,"mp");
	void plyr = getentityproperty(self, "playerindex");

	if(frame >= 12 && frame <= 17 && mp1 >= 15)
	{
	  if( playerkeys(plyr, 0, "special"))
	  {
	  updateframe(self, 5);
	  }
	}
	@end_script	
	energycost	15
	mponly	1
	loop	0
	delay	8
	offset	101 190
	bbox	85 96 39 91
	hitfx	data/sounds/sl1.wav
	frame	data/chars/3johnny/gun01.gif
	frame	data/chars/3johnny/gun02.gif
	sound	data/sounds/grab.wav
	frame	data/chars/3johnny/gun05.gif
	frame	data/chars/3johnny/gun06.gif
	delay	12
	frame	data/chars/3johnny/gun07.gif
	delay	6
	offset	76 190
	bbox	57 96 39 91
	frame	data/chars/3johnny/gun08.gif
	frame	data/chars/3johnny/gun09.gif
	@cmd	mpgain -4
	@cmd	projectile 1 "bullnpc" 105 1 68
	sound	data/sounds/plgun1.wav
	frame	data/chars/3johnny/gun10.gif
	frame	data/chars/3johnny/gun11.gif
	@cmd	mpgain -3
	@cmd	projectile 1 "bullnpc" 105 1 63
	frame	data/chars/3johnny/gun08.gif
	frame	data/chars/3johnny/gun09.gif
	@cmd	mpgain -4
	@cmd	projectile 1 "bullnpc" 105 1 68
	sound	data/sounds/plgun1.wav
	frame	data/chars/3johnny/gun10.gif
	delay	5
	frame	data/chars/3johnny/gun11.gif
	frame	data/chars/3johnny/gun11.gif
	frame	data/chars/3johnny/gun11.gif
	frame	data/chars/3johnny/gun11.gif
	frame	data/chars/3johnny/gun11.gif
	frame	data/chars/3johnny/gun11.gif
	delay	11
	offset	101 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/gun06.gif
	frame	data/chars/3johnny/gun05.gif
	frame	data/chars/3johnny/gun02.gif
	frame	data/chars/3johnny/gun01.gif
		
anim	freespecial10
	energycost	30 1
	weaponframe	6 2
	loop	0
	delay	9
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/gnrise4.gif
	frame	data/chars/3johnny/gnrise5.gif
	sound	data/sounds/blade.wav
	frame	data/chars/3johnny/kn07.gif
	delay	10
	frame	data/chars/3johnny/kn06.gif
	frame	data/chars/3johnny/idle02.gif
	frame	data/chars/3johnny/idle02.gif
	frame	data/chars/3johnny/idle02.gif
		
anim	freespecial15
	loop	0
	delay	9
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/taunt01.gif
	frame	data/chars/3johnny/taunt02.gif
	frame	data/chars/3johnny/taunt03.gif
	frame	data/chars/3johnny/taunt04.gif
	frame	data/chars/3johnny/taunt05.gif
	frame	data/chars/3johnny/taunt05.gif
	@cmd	spawnChild3 "toturi3" 1 1 1 "ANI_FOLLOW25"
	frame	data/chars/3johnny/taunt05.gif
	frame	data/chars/3johnny/taunt05.gif
	frame	data/chars/3johnny/taunt04.gif
	frame	data/chars/3johnny/taunt03.gif
	frame	data/chars/3johnny/taunt02.gif
	frame	data/chars/3johnny/taunt01.gif
		
anim	freespecial2
	energycost	20
	mponly	1
	loop	0
	delay	7
	offset	101 190
	bbox	0 0 0 0
	jumpframe	2 4 2.5
	landframe	9
	staydown	500 500
	hitfx	data/sounds/sl1.wav
	hitflash	Flash2
	frame	data/chars/3johnny/a301.gif
	sound	data/sounds/bguyc05.wav
	frame	data/chars/3johnny/a302.gif
	delay	9
	sound	data/sounds/blade.wav
	attack	95 30 80 100 50 1 0 0 30 20
	dropv	5.5 3
	frame	data/chars/3johnny/gnup01.gif
	frame	data/chars/3johnny/gnup02.gif
	frame	data/chars/3johnny/gnup03.gif
	delay	25
	frame	data/chars/3johnny/gnup03.gif
	attack	0 0 0 0
	delay	12
	frame	data/chars/3johnny/gnup04.gif
	frame	data/chars/3johnny/gnju02.gif
	delay	200
	frame	data/chars/3johnny/gnju02.gif
	delay	6
	frame	data/chars/3johnny/gnju01.gif
	frame	data/chars/3johnny/gnju01.gif
		
anim	freespecial20
	energycost	30 1
	weaponframe	11 9
	loop	0
	delay	8
	offset	101 190
	bbox	0 0 0 0
	jumpframe	4 8 0 0
	landframe	8 dust
	frame	data/chars/3johnny/gnrise5.gif
	frame	data/chars/3johnny/gnrise4.gif
	delay	70
	frame	data/chars/3johnny/gnrise3.gif
	delay	12
	frame	data/chars/3johnny/gnju01.gif
	frame	data/chars/3johnny/gnju02.gif #4
	frame	data/chars/3johnny/gnju02a.gif
	delay	100
	frame	data/chars/3johnny/gnju03.gif
	delay	1000
	frame	data/chars/3johnny/j01.gif
	delay	12
	frame	data/chars/3johnny/rise5.gif #8
	frame	data/chars/3johnny/rise4.gif
	frame	data/chars/3johnny/rise5.gif
	frame	data/chars/3johnny/idle01.gif
	frame	data/chars/3johnny/idle01.gif
	frame	data/chars/3johnny/idle01.gif
		
anim	freespecial3
@script
	void self = getlocalvar("self");
	int mp1 = getentityproperty(self,"mp");
	void plyr = getentityproperty(self, "playerindex");

	if(frame >= 19 && frame <= 23 && mp1 >= 15)
	{
	  if( playerkeys(plyr, 0, "special"))
	  {
	  updateframe(self, 4);
	  }
	}
	@end_script	
	energycost	15
	mponly	1
	loop	0
	delay	10
	offset	102 190
	bbox	85 96 39 91
	hitfx	data/sounds/sl1.wav
	frame	data/chars/3johnny/gun01.gif
	sound	data/sounds/grab.wav
	frame	data/chars/3johnny/mg01.gif
	frame	data/chars/3johnny/mg02.gif
	frame	data/chars/3johnny/mg03.gif
	delay	6
	offset	76 190
	bbox	44 96 39 91
	frame	data/chars/3johnny/mg04.gif
	@cmd	mpgain -8
	@cmd	shooter "bullnpc" 105 55 1 2.5 0 0
	frame	data/chars/3johnny/mg05.gif
	sound	data/sounds/plgun1.wav
	@cmd	shooter "bullnpc" 105 55 1 2.5 0 -1
	frame	data/chars/3johnny/mg06.gif
	frame	data/chars/3johnny/mg07.gif
	@cmd	mpgain -8
	@cmd	shooter "bullnpc" 105 55 1 2.5 0 0
	frame	data/chars/3johnny/mg08.gif
	frame	data/chars/3johnny/mg09.gif
	sound	data/sounds/plgun1.wav
	@cmd	shooter "bullnpc" 105 55 1 2.5 0 1
	frame	data/chars/3johnny/mg10.gif
	frame	data/chars/3johnny/mg11.gif
	@cmd	mpgain -8
	@cmd	shooter "bullnpc" 105 55 1 2.5 0 0
	frame	data/chars/3johnny/mg12.gif
	frame	data/chars/3johnny/mg13.gif
	sound	data/sounds/plgun1.wav
	@cmd	shooter "bullnpc" 105 55 1 2.5 0 -1
	frame	data/chars/3johnny/mg14.gif
	frame	data/chars/3johnny/mg15.gif
	@cmd	mpgain -8
	@cmd	shooter "bullnpc" 105 55 1 2.5 0 0
	frame	data/chars/3johnny/mg16.gif
	sound	data/sounds/plgun1.wav
	frame	data/chars/3johnny/mg17.gif
	@cmd	shooter "bullnpc" 105 55 1 2.5 0 1
	delay	2
	offset	101 190
	bbox	80 96 39 91
	frame	data/chars/3johnny/mg03.gif
	frame	data/chars/3johnny/mg03.gif
	frame	data/chars/3johnny/mg03.gif
	frame	data/chars/3johnny/mg03.gif
	frame	data/chars/3johnny/mg03.gif
	delay	11
	frame	data/chars/3johnny/mg02.gif
	frame	data/chars/3johnny/mg01.gif
	frame	data/chars/3johnny/gun01.gif
		
anim	freespecial4
	energycost	50
	mponly	1
	loop	0
	delay	12
	offset	101 190
	bbox	89 135 35 46
	frame	data/chars/3johnny/gnrise5.gif
	frame	data/chars/3johnny/gnrise4.gif
	frame	data/chars/3johnny/gnrise3.gif
	sound	data/sounds/grab2.wav
	frame	data/chars/3johnny/gnrise3.gif
	@cmd	spawnAni "mine1" 10 0 1 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnrise3.gif
	frame	data/chars/3johnny/gnrise4.gif
	frame	data/chars/3johnny/gnrise5.gif
		
anim	get
	delay	9
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/gnrise2.gif
	delay	15
	frame	data/chars/3johnny/gnrise3.gif
	delay	9
	frame	data/chars/3johnny/gnrise4.gif
	frame	data/chars/3johnny/gnrise5.gif
		
anim	grabbed
	loop	0
	delay	10
	offset	101 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/grabbed.gif
		
anim	idle
	loop	1
	delay	20
	offset	101 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/idle03.gif
	frame	data/chars/3johnny/idle04.gif
	frame	data/chars/3johnny/idle05.gif
	delay	10
	frame	data/chars/3johnny/idle04.gif
	frame	data/chars/3johnny/idle04.gif
	frame	data/chars/3johnny/idle04.gif
		
anim	jump
	range	30 120
	loop	0
	delay	20
	offset	101 190
	bbox	95 80 40 40
	frame	data/chars/3johnny/gnju02.gif
	delay	12
	frame	data/chars/3johnny/gnju02a.gif
	delay	15
	frame	data/chars/3johnny/gnju03.gif
	delay	9
	frame	data/chars/3johnny/gnju02a.gif
	frame	data/chars/3johnny/gnju02.gif
		
anim	jumpattack
	loop	0
	delay	12
	offset	101 190
	bbox	85 80 40 40
	staydown	500 500
	hitfx	data/sounds/beat5.wav
	frame	data/chars/3johnny/gnju06.gif
	sound	data/sounds/bguyc02.wav
	attack	75 105 110 60 32 1 0 0 35 15
	frame	data/chars/3johnny/gnju04.gif
	delay	15
	frame	data/chars/3johnny/gnju05.gif
	delay	12
	attack	0 0 0 0
	frame	data/chars/3johnny/gnju03.gif
	frame	data/chars/3johnny/gnju02a.gif
		
anim	jumpland
	loop	0
	delay	12
	offset	101 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/gnju01.gif
		
anim	pain
	loop	0
	delay	7
	offset	104 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/gnpain1.gif
	offset	101 190
	frame	data/chars/3johnny/gnpain2.gif
	offset	106 190
	frame	data/chars/3johnny/gnpain2.gif
	offset	101 190
	frame	data/chars/3johnny/gnpain1.gif
		
anim	pain11
	loop	0
	delay	5
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/pain12.gif
		
anim	pain2
	loop	0
	delay	7
	offset	104 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/gnpain1.gif
	offset	101 190
	frame	data/chars/3johnny/gnpain2.gif
	offset	106 190
	frame	data/chars/3johnny/gnpain2.gif
	delay	30
	offset	101 190
	frame	data/chars/3johnny/gnpain1.gif
		
anim	pain3
	loop	0
	delay	1
	offset	101 190
	bbox	0 0 0 0
	jumpframe	1 2 -1 0
	frame	data/chars/3johnny/gnpain1.gif
	delay	25
	frame	data/chars/3johnny/gnfall2.gif
	delay	12
	frame	data/chars/3johnny/gnfall3.gif
	delay	4
	bbox	71 165 67 30
	frame	data/chars/3johnny/gnfall4.gif
	frame	data/chars/3johnny/gnfall5.gif
	frame	data/chars/3johnny/gnfall4.gif
	frame	data/chars/3johnny/gnfall5.gif
	delay	15
	bbox	0 0 0 0
	frame	data/chars/3johnny/gnfall4.gif
	delay	10
	frame	data/chars/3johnny/rise1.gif
	frame	data/chars/3johnny/rise2.gif
	frame	data/chars/3johnny/rise3.gif
		
anim	pain5
	loop	0
	delay	23
	offset	101 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/gnpain2.gif
		
anim	pain6
	loop	0
	delay	23
	offset	101 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/gnpain2.gif
		
anim	pain8
	loop	0
	delay	2
	offset	101 190
	bbox	85 96 39 91
	move	-6
	frame	data/chars/3johnny/gnpain1.gif
	frame	data/chars/3johnny/gnpain1.gif
	frame	data/chars/3johnny/gnpain1.gif
	frame	data/chars/3johnny/gnpain2.gif
	frame	data/chars/3johnny/gnpain2.gif
	frame	data/chars/3johnny/gnpain2.gif
	move	-3
	frame	data/chars/3johnny/gnpain2.gif
	frame	data/chars/3johnny/gnpain2.gif
	move	-1
	frame	data/chars/3johnny/gnpain2.gif
	delay	35
	frame	data/chars/3johnny/gnpain2.gif
		
anim	pain9
	loop	0
	delay	15
	offset	101 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/gnpain1.gif
	delay	150
	frame	data/chars/3johnny/gnpain2.gif
		
anim	respawn
	loop	0
	delay	15
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/gnju02.gif
	frame	data/chars/3johnny/gnju02.gif
	frame	data/chars/3johnny/gnju01.gif
		
anim	rise
	loop	0
	delay	14
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/gnfall4.gif
	delay	11
	frame	data/chars/3johnny/gnrise1.gif
	frame	data/chars/3johnny/gnrise2.gif
	frame	data/chars/3johnny/gnrise3.gif
	frame	data/chars/3johnny/gnrise4.gif
	frame	data/chars/3johnny/gnrise5.gif
		
anim	run
	loop	1
	delay	10
	offset	101 190
	bbox	85 96 39 91
	frame	data/chars/3johnny/wk20.gif
	frame	data/chars/3johnny/wk21.gif
	frame	data/chars/3johnny/wk22.gif
	frame	data/chars/3johnny/wk23.gif
	frame	data/chars/3johnny/wk24.gif
	frame	data/chars/3johnny/wk25.gif
		
anim	runjumpattack
	loop	0
	delay	8
	offset	101 190
	bbox	80 85 40 40
	staydown	600 600
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/punch.wav
	frame	data/chars/3johnny/gnju06.gif
	sound	data/sounds/bguyc04.wav
	offset	105 190
	frame	data/chars/3johnny/gnju07.gif
	offset	115 190
	attack	93 100 115 60 40 1 0 0 25 15
	dropv	3 4
	frame	data/chars/3johnny/gnju08.gif
	frame	data/chars/3johnny/gnju09.gif
	frame	data/chars/3johnny/gnju09.gif
		
anim	spawn
	loop	0
	delay	5
	offset	101 190
	bbox	0 0 0 0
	frame	data/chars/3johnny/idle03.gif
		
anim	special
@script
	void self = getlocalvar("self");
	int mp1 = getentityproperty(self,"mp");
	void plyr = getentityproperty(self, "playerindex");

	if(frame >= 35 && frame <= 40 && mp1 >= 15)
	{
	  if( playerkeys(plyr, 0, "special"))
	  {
	  updateframe(self, 4);
	  }
	}
	@end_script	
	energycost	70
	mponly	1
	loop	0
	delay	11
	offset	196 191
	bbox	0 0 0 0
	frame	data/chars/3johnny/gnbck09.gif
	sound	data/sounds/grab.wav
	frame	data/chars/3johnny/gnbck10.gif
	frame	data/chars/3johnny/gnbck12.gif
	delay	25
	frame	data/chars/3johnny/gnbck13a.gif
	delay	4
	frame	data/chars/3johnny/gnbck28.gif #4
	frame	data/chars/3johnny/gnbck29.gif
	@cmd	mpgain -5
	sound	data/sounds/plgun1.wav
	@cmd	shooter3 "bullnpc" -105 65 1 -2.5 0 0 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnbck30.gif
	frame	data/chars/3johnny/gnbck31.gif
	sound	data/sounds/gun2.wav
	@cmd	shooter "bullnpc" 100 83 1 2.5 0 0
	frame	data/chars/3johnny/gnbck28.gif
	frame	data/chars/3johnny/gnbck29.gif
	@cmd	mpgain -5
	@cmd	shooter3 "bullnpc" -105 70 1 -2.5 0 0 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnbck30.gif
	frame	data/chars/3johnny/gnbck31.gif
	frame	data/chars/3johnny/gnbck28.gif
	frame	data/chars/3johnny/gnbck29.gif
	@cmd	mpgain -5
	sound	data/sounds/plgun1.wav
	@cmd	shooter3 "bullnpc" -105 65 1 -2.5 0 0 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnbck30.gif
	frame	data/chars/3johnny/gnbck31.gif
	sound	data/sounds/gun2.wav
	@cmd	shooter "bullnpc" 100 83 1 2.5 0 0
	frame	data/chars/3johnny/gnbck24.gif
	frame	data/chars/3johnny/gnbck25.gif
	@cmd	mpgain -5
	@cmd	shooter3 "bullnpc" -105 70 1 -2.5 0 0 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnbck26.gif
	frame	data/chars/3johnny/gnbck27.gif
	frame	data/chars/3johnny/gnbck20.gif
	frame	data/chars/3johnny/gnbck21.gif
	@cmd	mpgain -5
	sound	data/sounds/plgun1.wav
	@cmd	shooter3 "bullnpc" -105 65 1 -2.5 0 0 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnbck22.gif
	frame	data/chars/3johnny/gnbck23.gif
	sound	data/sounds/gun2.wav
	@cmd	shooter "bullnpc" 100 83 1 2.5 0 0
	frame	data/chars/3johnny/gnbck20.gif
	frame	data/chars/3johnny/gnbck21.gif
	@cmd	mpgain -5
	@cmd	shooter3 "bullnpc" -105 70 1 -2.5 0 0 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnbck22.gif
	frame	data/chars/3johnny/gnbck23.gif
	frame	data/chars/3johnny/gnbck20.gif
	frame	data/chars/3johnny/gnbck21.gif
	@cmd	mpgain -5
	sound	data/sounds/plgun1.wav
	@cmd	shooter3 "bullnpc" -105 65 1 -2.5 0 0 "ANI_FOLLOW1"
	frame	data/chars/3johnny/gnbck22.gif
