name	winelev
	frame	data/bgs/59lvl/bck/winelev05.gif
	offset	1 -4
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	frame	data/bgs/59lvl/bck/winelev08.gif
	offset	1 -2
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	frame	data/bgs/59lvl/bck/winelev07.gif
	offset	1 1
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	frame	data/bgs/59lvl/bck/winelev08.gif
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	frame	data/bgs/59lvl/bck/winelev07.gif
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	frame	data/bgs/59lvl/bck/winelev08.gif
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	frame	data/bgs/59lvl/bck/winelev07.gif
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	offset	1 -4
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	offset	1 -8
	frame	data/bgs/59lvl/bck/winelev08.gif
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	offset	1 -10
	frame	data/bgs/59lvl/bck/winelev07.gif
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	offset	1 -8
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	offset	1 -4
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	offset	1 1
	frame	data/bgs/59lvl/bck/winelev08.gif
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	frame	data/bgs/59lvl/bck/winelev07.gif
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	frame	data/bgs/59lvl/bck/winelev08.gif
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	offset	-3 1
	frame	data/bgs/59lvl/bck/winelev07.gif
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	offset	-6 1
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	offset	-9 1
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	offset	-6 1
	frame	data/bgs/59lvl/bck/winelev08.gif
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	offset	-3 1
	frame	data/bgs/59lvl/bck/winelev07.gif
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	offset	1 1
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	offset	3 1
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	offset	6 1
	frame	data/bgs/59lvl/bck/winelev08.gif
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	offset	9 1
	frame	data/bgs/59lvl/bck/winelev07.gif
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	offset	6 1
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	offset	3 1
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif
	offset	1 1
	frame	data/bgs/59lvl/bck/winelev08.gif
	frame	data/bgs/59lvl/bck/xwinelev08.gif
	frame	data/bgs/59lvl/bck/winelev07.gif
	frame	data/bgs/59lvl/bck/xwinelev07.gif
	frame	data/bgs/59lvl/bck/winelev06.gif
	frame	data/bgs/59lvl/bck/xwinelev06.gif
	frame	data/bgs/59lvl/bck/winelev05.gif
	frame	data/bgs/59lvl/bck/xwinelev05.gif




		
anim	idle
	loop	1
	delay	6
	offset	1 1
	bbox	55 300 60 60 300
	frame	data/bgs/59lvl/bck/winelev01.gif
	@cmd	damage 90 "ANI_FOLLOW1"
	frame	data/bgs/59lvl/bck/winelev02.gif
	frame	data/bgs/59lvl/bck/winelev03.gif
	frame	data/bgs/59lvl/bck/winelev04.gif
		
anim	spawn
	loop	0
	delay	2000
	offset	1 1
	frame	data/bgs/59lvl/bck/winelev01.gif
	frame	data/bgs/59lvl/bck/winelev01.gif
	delay	500
	frame	data/bgs/59lvl/bck/winelev01.gif
	delay	250
	frame	data/bgs/59lvl/bck/winelev01.gif
	frame	data/bgs/59lvl/bck/winelev01.gif
	sound	data/sounds/elevarrive.wav
	frame	data/bgs/59lvl/bck/winelev01.gif
	sound	data/sounds/elevopen.wav
	frame	data/bgs/59lvl/bck/winelev01.gif
		
#|edited by openBor Stats v 0.53
		
