name	 	cybelect
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	delay	14
	@cmd	spawn01 "explosion4" 1 50 -1
	frame	data/chars/beyond/stuff/object/electw35.gif
	frame	data/chars/beyond/stuff/object/electw36.gif
	frame	data/chars/beyond/stuff/object/electw37.gif
	frame	data/chars/beyond/stuff/object/electw38.gif
	frame	data/chars/beyond/stuff/object/electw39.gif
	sound	data/sounds/glass.wav
	frame	data/chars/beyond/stuff/object/electw40.gif
	frame	data/chars/beyond/stuff/object/electw41.gif
	frame	data/chars/beyond/stuff/object/electw42.gif
	frame	data/chars/beyond/stuff/object/electw43.gif
	@cmd	spawnGun "Steam" 1 15 1 2
	frame	data/chars/beyond/stuff/object/electw43.gif
	delay	450
	frame	data/chars/beyond/stuff/object/electw43.gif
	@cmd	killgun 2 0
	frame	data/chars/beyond/stuff/object/electw43.gif
	@cmd	clearL
	frame	data/chars/beyond/stuff/object/electw43.gif
	frame	data/chars/beyond/stuff/object/electw43.gif


		
anim	follow1
	loop	0
	delay	12
	offset	150 160
	bbox	0 0 0 0
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw01.gif
	sound	data/sounds/robot3.wav
	frame	data/chars/beyond/stuff/object/electw02.gif
	frame	data/chars/beyond/stuff/object/electw03.gif
	frame	data/chars/beyond/stuff/object/electw04.gif
	frame	data/chars/beyond/stuff/object/electw05.gif
	frame	data/chars/beyond/stuff/object/electw06.gif
	frame	data/chars/beyond/stuff/object/electw07.gif
	frame	data/chars/beyond/stuff/object/electw08.gif
	delay	8
	frame	data/chars/beyond/stuff/object/electw09.gif
	frame	data/chars/beyond/stuff/object/electw10.gif
	sound	data/sounds/alien12.wav
	frame	data/chars/beyond/stuff/object/electw11.gif
	frame	data/chars/beyond/stuff/object/electw12.gif
	frame	data/chars/beyond/stuff/object/electw13.gif
	frame	data/chars/beyond/stuff/object/electw14.gif
	frame	data/chars/beyond/stuff/object/electw15.gif
	frame	data/chars/beyond/stuff/object/electw16.gif
	frame	data/chars/beyond/stuff/object/electw17.gif
	frame	data/chars/beyond/stuff/object/electw18.gif
	bbox	120 55 55 95
	frame	data/chars/beyond/stuff/object/electw19.gif
	frame	data/chars/beyond/stuff/object/electw20.gif
	frame	data/chars/beyond/stuff/object/electw21.gif
	frame	data/chars/beyond/stuff/object/electw22.gif
	frame	data/chars/beyond/stuff/object/electw23.gif
	frame	data/chars/beyond/stuff/object/electw24.gif
	frame	data/chars/beyond/stuff/object/electw25.gif
	frame	data/chars/beyond/stuff/object/electw26.gif
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnGun "elect1" 1 50 1 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw27.gif
		
anim	follow2
	loop	0
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnAni "elect2" 0 115 -5 "ANI_FOLLOW2"
	frame	data/chars/beyond/stuff/object/electw28.gif
	frame	data/chars/beyond/stuff/object/electw29.gif
	frame	data/chars/beyond/stuff/object/electw30.gif
	frame	data/chars/beyond/stuff/object/electw31.gif
	delay	140
	frame	data/chars/beyond/stuff/object/electw32.gif
	delay	5
	frame	data/chars/beyond/stuff/object/electw33.gif
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw34.gif
		
anim	follow4
	loop	0
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnAni "elect2" -35 70 1 "ANI_FOLLOW6"
	frame	data/chars/beyond/stuff/object/electw28.gif
	frame	data/chars/beyond/stuff/object/electw29.gif
	frame	data/chars/beyond/stuff/object/electw30.gif
	frame	data/chars/beyond/stuff/object/electw31.gif
	delay	140
	frame	data/chars/beyond/stuff/object/electw32.gif
	delay	5
	frame	data/chars/beyond/stuff/object/electw33.gif
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw34.gif
		
anim	follow5
	loop	0
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnAni "elect2" -70 90 1 "ANI_FOLLOW1"
	frame	data/chars/beyond/stuff/object/electw28.gif
	frame	data/chars/beyond/stuff/object/electw29.gif
	frame	data/chars/beyond/stuff/object/electw30.gif
	frame	data/chars/beyond/stuff/object/electw31.gif
	delay	140
	frame	data/chars/beyond/stuff/object/electw32.gif
	delay	5
	frame	data/chars/beyond/stuff/object/electw33.gif
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw34.gif
		
anim	follow6
	loop	0
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnAni "elect2" -35 110 -5 "ANI_FOLLOW4"
	frame	data/chars/beyond/stuff/object/electw28.gif
	frame	data/chars/beyond/stuff/object/electw29.gif
	frame	data/chars/beyond/stuff/object/electw30.gif
	frame	data/chars/beyond/stuff/object/electw31.gif
	delay	140
	frame	data/chars/beyond/stuff/object/electw32.gif
	delay	5
	frame	data/chars/beyond/stuff/object/electw33.gif
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw34.gif
		

		
anim	idle
	loop	1
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	@cmd	clearL
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	attack1 10 180 15 "ANI_ATTACK1"
	frame	data/chars/beyond/stuff/object/electw28.gif
	@cmd	attack3 -30 30 15 50 "ANI_ATTACK2"
	frame	data/chars/beyond/stuff/object/electw29.gif
	@cmd	attack3 30 180 15 50 "ANI_ATTACK4"
	frame	data/chars/beyond/stuff/object/electw30.gif
	@cmd	attack3 30 180 -50 -15 "ANI_ATTACK5"
	frame	data/chars/beyond/stuff/object/electw31.gif
	@cmd	attack3 -30 30 -50 -15 "ANI_FOLLOW2"
	frame	data/chars/beyond/stuff/object/electw32.gif
	@cmd	attack3 -180 -30 15 50 "ANI_FOLLOW4"
	frame	data/chars/beyond/stuff/object/electw33.gif
	@cmd	attack1 -180 -15 15 "ANI_FOLLOW5"
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	attack3 -180 -30 -50 -15 "ANI_FOLLOW6"
	frame	data/chars/beyond/stuff/object/electw27.gif
	

	
anim	follow8
	loop	1
	delay	5
	offset	150 160
	bbox	0 0 0 0
	platform	1 1 1 1 1 1 1 -1
	frame	data/chars/beyond/stuff/object/electw01.gif
	@cmd	attack1 -120 120 40 "ANI_FOLLOW1"
	frame	data/chars/beyond/stuff/object/electw01.gif
	@cmd	attack1 -120 120 40 "ANI_FOLLOW1"
	frame	data/chars/beyond/stuff/object/electw01.gif
	@cmd	attack1 -120 120 40 "ANI_FOLLOW1"
	frame	data/chars/beyond/stuff/object/electw01.gif


anim	spawn
@script
if(frame==1)
{
  changeentityproperty(getlocalvar("self"), "type", openborconstant("TYPE_OBSTACLE"));
}
@end_script
	loop	0
	delay	7
	offset	150 160
	bbox	0 0 0 0
	frame	data/chars/beyond/stuff/object/electw01.gif
	frame	data/chars/beyond/stuff/object/electw01.gif
	frame	data/chars/beyond/stuff/object/electw01.gif
	frame	data/chars/beyond/stuff/object/electw01.gif
	@cmd	anichange "ANI_FOLLOW8"
	frame	data/chars/beyond/stuff/object/electw01.gif


		
#|edited by openBor Stats v 0.53
		
